day,month,Day_week,year,open_norm,high_norm,low_norm,close_norm
9,4,4,2009,0.037405483,0.00371955,0.043758097,-0.005156746
10,4,5,2009,0,0,0,0
13,4,1,2009,0.002764674,0.000960043,-0.021198211,-0.00549644
14,4,2,2009,0,0,0,0
15,4,3,2009,-0.060076735,-0.028831214,-0.034820764,-0.007237968
16,4,4,2009,0.0408607,0.010290748,0.033407712,-0.012580485
17,4,5,2009,-0.018327651,0.019726681,0.005206336,0.01817817
20,4,1,2009,0.012647301,-0.010199778,0.004496818,-0.002266188
21,4,2,2009,0.011537775,-0.011641421,-0.006255371,-0.012699729
22,4,3,2009,-0.011896129,7.84E-05,-0.005892527,-0.001660398
23,4,4,2009,-0.009242731,0.042916773,0.010539945,0.0582106
24,4,5,2009,0.057355061,0.000244274,0.036334881,0.005586063
27,4,1,2009,-0.004146392,0.014032913,0.011860838,0.010394501
28,4,2,2009,0.021255561,-0.002241612,0.007292721,-0.013139013
29,4,3,2009,-0.013254896,0.032938468,0.004567595,0.046551594
30,4,4,2009,0,0,0,0
1,5,5,2009,0,0,0,0
4,5,1,2009,0.058372953,0.080852747,0.058372953,0.078477723
5,5,2,2009,0.070769011,-0.001031099,0.029038468,-0.013268413
6,5,3,2009,-0.024106013,-0.016614504,-0.003793719,-0.018703474
7,5,4,2009,-0.012862504,-0.008125952,-0.006364332,0.00933126
8,5,5,2009,0.008519683,0.002918587,-0.010167653,-0.023608971
11,5,1,2009,-0.022567213,-0.020625925,-0.011421297,-0.012905262
12,5,2,2009,-0.021527997,0.030287233,-0.001806313,0.049666933
13,5,3,2009,0.058999534,0.006392093,0.036836636,-0.0147569
14,5,4,2009,-0.033617,-0.024350187,-0.019025402,-0.004946839
15,5,5,2009,0.023091737,0.032653131,0.026510948,0.02920716
18,5,1,2009,0.144304317,0.122839701,0.124755466,0.124347987
19,5,2,2009,0.007805958,-0.001629533,-0.081151593,-0.096886794
20,5,3,2009,-0.108199543,-0.074338962,-0.002042341,0.013957253
21,5,4,2009,0.019001032,-0.003799051,-0.004658747,-0.022708391
22,5,5,2009,-0.028933447,-0.026212046,-0.01009662,0.006850799
25,5,1,2009,0.022010358,0.006279124,0.006720929,0.000347659
26,5,2,2009,-0.001003603,0.009310651,0.008269592,-0.001721142
27,5,3,2009,0.006735837,0.016773774,0.016969173,0.034366141
28,5,4,2009,0.020644866,0.013040835,0.014363068,-0.001586691
29,5,5,2009,0.00610665,0.016426845,0.00682181,0.029360302
1,6,1,2009,0.011167399,0.030426878,0.016706712,0.030207099
2,6,2,2009,0.046681266,0.013301362,0.035259087,0.00287613
3,6,3,2009,-0.002393281,-0.001369231,-0.007700385,-0.001237717
4,6,4,2009,-0.00525069,-0.01040254,0.003174603,-0.000513836
5,6,5,2009,0.009752916,0.018328037,0.012933407,0.017086263
8,6,1,2009,0.016253079,0.014448815,0.018126113,0.011937858
9,6,2,2009,-0.001433766,0.046971354,-0.000459538,0.052770759
10,6,3,2009,0.070784671,0.036161355,0.066900991,0.016689925
11,6,4,2009,0.008736643,-0.019068992,-0.016152574,-0.022359174
12,6,5,2009,-0.02257061,-0.015412015,-0.014453848,-0.017689921
15,6,1,2009,-0.02051203,-0.015486295,-0.011941967,-0.005788443
16,6,2,2009,-0.015258871,-0.005031304,-0.009648728,0.007202208
17,6,3,2009,0.015655208,-0.005766964,-0.006666081,-0.026376261
18,6,4,2009,-0.03645237,-0.001828702,-0.007020545,-0.002873268
19,6,5,2009,0.016398069,0.000873087,0.015714816,0.018200797
22,6,1,2009,0.020839118,0.005906075,-0.002690727,-0.011710008
23,6,2,2009,-0.035802734,-0.021694318,-0.017448936,-0.004266137
24,6,3,2009,0.017875702,0.022088208,0.005611187,0.020116207
25,6,4,2009,0.015884361,0.008089856,0.022156266,-0.004056095
26,6,5,2009,0.006016052,0.015443416,0.005473446,0.033331889
29,6,1,2009,0.023634859,-0.001375019,0.012186846,-0.017651745
30,6,2,2009,-0.01981261,-0.011947149,-0.006975848,-0.004766105
1,7,3,2009,-0.004082445,-0.000450444,-0.001292918,0.008305577
2,7,4,2009,0.009526666,-0.002408145,0.003150173,0.002126634
3,7,5,2009,-0.0014714,0.005322002,-0.001476935,0.003140739
6,7,1,2009,0.005143319,0.005757214,-0.016988339,-0.032366795
7,7,2,2009,-0.028855371,-0.029612565,-0.000788862,0.005378146
8,7,3,2009,-0.007707605,-0.016430709,-0.029064752,-0.024311395
9,7,4,2009,-0.016880723,-0.00602674,0.00567677,0.002793338
10,7,5,2009,0.001949173,0.032288447,0.008249985,0.014535271
13,7,1,2009,0.020894281,-0.010164804,0.012058391,0.010486038
14,7,2,2009,0.013324412,0.032679927,0.021804522,0.029614106
15,7,3,2009,0.020728661,0.016624826,0.021095107,0.018697623
16,7,4,2009,0.029800579,0.010261757,0.01850758,0.001570875
17,7,5,2009,0.001078867,0.030309614,0.01217862,0.038164683
20,7,1,2009,0.048455746,0.09947016,0.048455746,0.084695
21,7,2,2009,0.065707297,-0.013282346,0.039073072,-0.020036652
22,7,3,2009,-0.011928308,-0.014202233,-0.023253484,-0.019349208
23,7,4,2009,-0.017781018,-0.00692613,0.019076434,0.018332528
24,7,5,2009,0.016958108,0.015313974,0.013473393,0.01772784
27,7,1,2009,0.007842846,0.011025008,0.010675141,0.0031158
28,7,2,2009,0.003363119,-0.008378065,-0.007921789,9.78E-05
29,7,3,2009,-0.004721944,0.010497056,-0.001634149,0.009941063
30,7,4,2009,0.017539331,0.042082911,0.02359754,0.039493916
31,7,5,2009,0.0471934,0.012955587,0.038014707,0.008665572
3,8,1,2009,0.001107343,0.004731915,0.005998716,0.011570305
4,8,2,2009,0.003226178,0.001296855,-0.005371292,-0.010273621
5,8,3,2009,-0.007453773,0.003237937,0.007989643,0.015731866
6,8,4,2009,0.02036542,0.002706559,-0.006827044,-0.019746329
7,8,5,2009,-0.027829124,-0.019041596,-0.006862322,-0.008896302
10,8,1,2009,0.005739149,0.028276362,0.011461486,0.029055633
11,8,2,2009,0.025423631,0.005195212,0.012804602,0.004497649
12,8,3,2009,-0.00237527,-0.017554608,-0.030610492,-0.017322087
13,8,4,2009,-0.004931917,0.006916021,0.033939752,0.019986193
14,8,5,2009,0.010881207,0.000270237,-0.004444546,-0.009114804
17,8,1,2009,-0.020153064,-0.02141048,-0.025168132,-0.029098692
18,8,2,2009,-0.0218099,-0.005015357,-0.001212606,0.006413939
19,8,3,2009,0.011712549,-0.000936449,-0.009264716,-0.012909239
20,8,4,2009,-0.0074855,-0.000173579,0.01590682,0.011496424
21,8,5,2009,0.004134022,0.013310031,-0.005258289,0.019452483
24,8,1,2009,0.029052273,0.026624482,0.038768543,0.026132344
25,8,2,2009,0.014541045,0.023731114,0.010200265,0.024407112
26,8,3,2009,0.027168327,0.035124708,0.031582018,0.030239345
27,8,4,2009,0.028798886,0.005679969,0.025971201,0.004745748
28,8,5,2009,0.005084782,-0.004969307,-0.01458616,-0.006701031
31,8,1,2009,-0.023097069,-0.024267668,-0.00973537,-0.021774356
1,9,2,2009,-0.003983592,0.012451747,-0.001499104,0.005662195
2,9,3,2009,-0.004972382,0.002814448,0.001283767,0.007686511
3,9,4,2009,0.018239889,0.002171104,0.008377248,0.001431563
4,9,5,2009,0.004982396,8.45E-05,0.003286425,0.003787151
7,9,1,2009,0.005233712,0.01078882,0.016270902,0.015144591
8,9,2,2009,0.011373957,0.011436815,0.002007905,-0.003936431
9,9,3,2009,-0.005273215,-0.014211886,-0.011411576,-0.004351391
10,9,4,2009,-0.003747559,0.008450852,0.007563958,0.00171016
11,9,5,2009,-0.00375112,0.000540647,0.00112237,0.008673201
14,9,1,2009,-0.000137495,-0.001745763,-0.000137495,8.36E-05
15,9,2,2009,0.016829568,0.012158434,0.015126513,0.012599116
16,9,3,2009,0.013721431,0.005275987,0.009680512,0.007139394
17,9,4,2009,0.007152679,0.023080228,0.012477424,0.019012692
18,9,5,2009,0.013459951,0.003149937,0.010764087,0.001065594
21,9,1,2009,0,0,0,0
22,9,2,2009,0.000965173,0.016348176,0.002541347,0.021178739
23,9,3,2009,0.020208919,0.00070618,0.000301774,-0.018064706
24,9,4,2009,-0.028226283,-0.016603123,-0.017849601,0.001051546
25,9,5,2009,0.010121068,-0.006288932,0.002989751,-0.018467756
28,9,1,2009,0,0,0,0
29,9,2,2009,0.000702078,0.015626254,0.013740442,0.028253425
30,9,3,2009,0.011065007,0.01549446,0.015840089,0.01544348
1,10,4,2009,0.02086679,0.014334199,0.006492992,0.010142324
2,10,5,2009,0,0,0,0
5,10,1,2009,-0.006748687,-0.002262595,0.00240316,-0.010523671
6,10,2,2009,0.010353121,-0.00174884,-0.014295961,-0.008086569
7,10,3,2009,-0.012772504,-0.015911519,-0.019497219,-0.029350951
8,10,4,2009,-0.032148353,-0.030801886,-0.020932029,-0.018623901
9,10,5,2009,-0.004435578,0.000605541,-0.011193371,-0.012930634
12,10,1,2009,-0.02339562,-0.006243381,0.008190782,0.02977088
13,10,2,2009,0,0,0,0
14,10,3,2009,0.031663698,0.016493108,0.027205783,0.012019646
15,10,4,2009,0.005562903,-0.001467784,-0.012269192,-0.01139458
16,10,5,2009,-0.008965863,-0.004379825,0.010891994,0.00365902
19,10,1,2009,0,0,0,0
20,10,2,2009,0.013190554,0.016220397,0.015232757,0.015544776
21,10,3,2009,0.003419692,0.013757524,0.002950826,0.012036058
22,10,4,2009,0.008290899,0.001335634,-0.004039215,-0.008050134
23,10,5,2009,-0.000958659,0.005530133,0.012256915,0.018386443
26,10,1,2009,0.016164454,0.009992448,0.011742477,0.007052076
27,10,2,2009,0.006727025,0.004074394,-0.005143097,-0.005065572
28,10,3,2009,-0.007581398,-0.009423784,0.006919123,0.006298492
29,10,4,2009,0.004677132,-0.003527779,-0.009262965,-0.015391313
30,10,5,2009,-0.008360247,0.004488209,-0.019103072,-0.007889643
2,11,1,2009,0,0,0,0
3,11,2,2009,-0.010044501,-0.023756331,-0.030101544,-0.039405403
4,11,3,2009,-0.036327531,-0.006825871,0.010096721,0.035774302
5,11,4,2009,0.030202684,0.003714482,0.006971427,0.003951546
6,11,5,2009,0.004478191,0.013556169,0.023263864,0.004937341
9,11,1,2009,0.006984555,-0.000654099,0.001074563,0.008267398
10,11,2,2009,0.010714075,0.008088781,0.005098694,-0.008835616
11,11,3,2009,-0.01315085,0.020534538,0.002501805,0.038332823
12,11,4,2009,0.038705859,0.012771695,0.037009272,0.009992394
13,11,5,2009,0.009220922,0.013838884,0.00755241,0.012717568
16,11,1,2009,0.015751588,3.70E-05,0.006419576,-0.001654552
17,11,2,2009,-0.001936099,0.014259821,0.008414161,0.019421995
18,11,3,2009,0.01643772,0.01640256,0.017804154,0.001844917
19,11,4,2009,0.001369725,-0.016254474,-0.019201769,-0.012243372
20,11,5,2009,-0.018301858,-0.001303971,-0.007025979,0.008509539
23,11,1,2009,0.019349026,0.001963076,0.018674574,-0.001345279
24,11,2,2009,-0.001786089,0.00486618,-0.00402572,0.005498332
25,11,3,2009,0.000164322,0.002203662,0.009684133,-0.00171339
26,11,4,2009,0.000164295,-0.005221058,-0.020849746,-0.020139498
27,11,5,2009,-0.021373098,-0.024577713,-0.034026907,-0.019379484
30,11,1,2009,-0.008569963,0.006667599,0.028503908,0.019325416
1,12,2,2009,0.013789082,0.001667439,0.008569384,0.005629917
2,12,3,2009,0.004397766,0.002672709,-0.002791731,-0.005867196
3,12,4,2009,-0.004914277,0.004953006,0.004363173,0.00954734
4,12,5,2009,0.006730162,0.009077059,0.007047703,0.002890681
7,12,1,2009,0.003623823,-0.000663968,0.003304791,0.002375866
8,12,2,2009,0.000422631,0.002339085,-0.000387518,0.01052825
9,12,3,2009,0.00869701,0.008998538,0.010928558,0.007891196
10,12,4,2009,0.00943233,0.001061915,0.007249553,-0.001939313
11,12,5,2009,0.000631364,0.004521836,-0.002692217,-0.00206057
14,12,1,2009,-0.006670212,-0.001073912,0.001636051,0.006665399
15,12,2,2009,0.008293936,0.002392023,0.003802143,-0.002384015
16,12,3,2009,-0.001565945,0.010412198,-0.000831676,0.016664863
17,12,4,2009,0.02374235,0.013630775,0.023279169,0.009765833
18,12,5,2009,0.005546995,0.000933731,0.003377512,-0.001625074
21,12,1,2009,0.002005166,0.004141202,-0.001903369,-0.000677483
22,12,2,2009,-0.007174441,-0.005200736,-0.007601508,-0.003785911
23,12,3,2009,0.001047415,0.017071489,0.011671975,0.027848236
24,12,4,2009,0.027133964,0.004771181,0.018018256,0.002527945
25,12,5,2009,0,0,0,0
28,12,1,2009,0,0,0,0
29,12,2,2009,-0.000436577,-0.002536532,-0.004414039,-0.00876546
30,12,3,2009,-0.011741331,-0.001181588,0.001214687,0.002197764
31,12,4,2009,0.004740199,0.001800195,0.004740199,0.004679433
1,1,5,2010,0,0,0,0
4,1,1,2010,0.003855343,0.007872399,0.003855343,0.010114464
5,1,2,2010,0.013652376,0.00578177,0.009519718,0.006193373
6,1,3,2010,0.002534349,-0.000185709,-0.009932084,-0.015007652
7,1,4,2010,-0.014491283,-0.013863208,-0.021619345,-0.020953149
8,1,5,2010,-0.022888713,-0.024871362,-0.016078583,-0.01664957
11,1,1,2010,-0.011431481,-0.000526796,0.001223367,0.007444855
12,1,2,2010,0.019885607,0.036051864,0.024169885,0.0376572
13,1,3,2010,0.021753329,0.031456673,0.018304843,0.036401474
14,1,4,2010,0.039060436,0.012741471,0.027040664,0.004855328
15,1,5,2010,-9.02E-05,-0.00237013,0.008951098,0.002145677
18,1,1,2010,0.006004774,0.007395776,0.008879939,0.010255949
19,1,2,2010,0.007094223,-0.001494141,-0.011100386,-0.018192408
20,1,3,2010,-0.010736407,-0.009431215,-0.003383213,-0.002685913
21,1,4,2010,-0.013177387,-0.004025607,-0.01609369,-0.016604983
22,1,5,2010,-0.012689829,-0.024054504,-0.01898889,-0.012987449
25,1,1,2010,-0.017028033,-0.017028033,-0.011806487,-0.012817894
26,1,2,2010,0,0,0,0
27,1,3,2010,-0.01657095,-0.014135302,-0.029316301,-0.034538651
28,1,4,2010,-0.019787439,-0.006709548,-0.00097714,0.008992677
29,1,5,2010,-0.015062591,-0.019156252,-0.02666882,-0.009771036
1,2,1,2010,-0.002034258,0.021372198,0.010048954,0.008812778
2,2,2,2010,0.031838804,0.000949552,0.015288566,-0.010055906
3,2,3,2010,-0.021066249,-0.005439513,0.006805473,0.020074463
4,2,4,2010,0.01557268,-0.004725443,-0.010322258,-0.023320494
5,2,5,2010,-0.039741504,-0.030975513,-0.025298868,-0.020876939
8,2,1,2010,0.007755345,0.0081933,-0.002517796,0.006403963
9,2,2,2010,-0.005178899,0.01170859,0.016082183,0.022180084
10,2,3,2010,0.025956234,0.005915528,0.016266029,-0.00585948
11,2,4,2010,-0.00382787,0.004244745,0.005670738,0.012694112
12,2,5,2010,0,0,0,0
15,2,1,2010,0.013350729,0.003663229,0.006228553,0.004048404
16,2,2,2010,-0.000776028,0.012098932,0.002166943,0.013772598
17,2,3,2010,0.020157091,0.005279309,0.012370951,-0.00022628
18,2,4,2010,-0.005865356,-0.002198939,0.001768192,-0.000470072
19,2,5,2010,-0.007657767,-0.004718693,-0.006273866,-0.004990333
22,2,1,2010,0.010128381,0.009985759,0.009610903,0.007063519
23,2,2,2010,-0.001501853,-0.003284213,-0.001916076,0.00538868
24,2,3,2010,-0.001156341,0.005468723,0.002504407,-0.000700232
25,2,4,2010,0.011489751,-0.002299127,0.001410106,0.000406592
26,2,5,2010,-0.003949916,0.002940721,-0.004789347,-0.002663392
1,3,1,2010,0,0,0,0
2,3,2,2010,0.006263715,0.004406722,0.012777739,0.014219571
3,3,3,2010,0.01057774,0.009466173,0.008787589,0.008206952
4,3,4,2010,0.003593791,-0.001158435,-0.008454581,-0.010700901
5,3,5,2010,-0.012232701,-0.007322689,0.002776125,0.001645639
8,3,1,2010,0.001611231,0.007291427,0.004797483,0.006759995
9,3,2,2010,0.01033636,0.010548952,0.006331876,0.007207575
10,3,3,2010,0.003802603,-0.003418173,0.000255083,-0.004599078
11,3,4,2010,-0.004437845,0.005439077,0.00306871,0.010546216
12,3,5,2010,0.013076271,0.001312698,0.005618644,0.00010067
15,3,1,2010,0.000585563,0.010713272,-0.004491712,0.013052268
16,3,2,2010,0.013134024,0.011178031,0.019537797,0.010648428
17,3,3,2010,0.005743332,0.008922006,0.011972965,0.006595387
18,3,4,2010,0.010132918,0.00173299,0.005866426,0.005160345
19,3,5,2010,0.005498924,0.000743735,0.000481259,-0.004737072
22,3,1,2010,-0.016697363,-0.004410624,-0.007753518,-0.002717458
23,3,2,2010,0.014508113,0.002288107,0.00624471,0.002276157
24,3,3,2010,0,0,0,0
25,3,4,2010,-0.00599234,0.007067224,0.000800242,0.009523499
26,3,5,2010,0.014003959,0.000554658,0.001134129,-0.007950074
29,3,1,2010,-0.014437214,-0.013272274,-0.015509372,-0.016409565
30,3,2,2010,-0.016385024,-0.015966715,-0.021805177,-0.022013072
31,3,3,2010,-0.014179989,-0.012461008,-0.011145621,-0.010443158
1,4,4,2010,-0.014484834,0.004474198,0.003277819,0.021866648
2,4,5,2010,0,0,0,0
5,4,1,2010,0.022409131,0.003853693,0.012258059,0.001654412
6,4,2,2010,0.001468429,-0.00227675,-0.001567425,-0.009860024
7,4,3,2010,-0.008955945,-0.009294346,-0.008786293,-0.002485341
8,4,4,2010,-0.009373135,0.007809545,0.003431569,0.005059079
9,4,5,2010,0.011396616,0.003169678,0.008749003,0.000117647
12,4,1,2010,0.001652893,-0.004556566,-0.004509014,0.002201422
13,4,2,2010,0.012129132,0.029611253,-0.001977404,0.029737751
14,4,3,2010,0,0,0,0
15,4,4,2010,0.016568733,0.010944079,0.037518099,0.00498278
16,4,5,2010,4.07E-05,-0.005777935,-0.001493463,-0.004682626
19,4,1,2010,-0.002979558,-0.011469667,-0.014867063,-0.012795364
20,4,2,2010,-0.001061476,-0.001061476,-0.006048186,-0.01059488
21,4,3,2010,-0.013159938,-0.010895775,-0.002262047,0.000766667
22,4,4,2010,-0.007636812,0.006123562,0.000225881,0.002098391
23,4,5,2010,0.010875644,-0.002488727,0.003998026,-0.0001745
26,4,1,2010,-0.003484378,-0.002050294,0.00370719,0.003964329
27,4,2,2010,4.97E-05,-0.002368045,-0.001394399,-0.000372517
28,4,3,2010,-0.003338967,-0.005102969,-0.012666855,-0.014591528
29,4,4,2010,-0.010782007,-0.008811818,-0.006759828,-0.001865656
30,4,5,2010,-0.000327742,0.010081102,0.002601982,0.007956488
3,5,1,2010,-0.000243786,-0.010536804,-0.002172553,-0.009322062
4,5,2,2010,0.001496704,5.03E-05,-0.007794166,-0.009814503
5,5,3,2010,-0.024079391,-0.000335649,-0.014395861,0.010252393
6,5,4,2010,0.019503088,-0.00526307,0.011062886,-0.010805799
7,5,5,2010,-0.019163748,-0.01805831,-0.021103952,-0.024080165
10,5,1,2010,-0.005316861,0.014308426,0.010617532,0.028690672
11,5,2,2010,0.020619983,-0.000254173,0.005621092,-0.009599552
12,5,3,2010,-0.010483051,0.002008475,0.002618275,0.007181605
13,5,4,2010,0.010602674,0.00663075,0.011579662,0.007887683
14,5,5,2010,0.002305065,0.0035792,-0.014614594,-0.013988789
17,5,1,2010,-0.014584901,-0.024270178,-0.02221686,-0.016302068
18,5,2,2010,-0.005354017,-0.005354017,0.002379693,0.001766892
19,5,3,2010,-0.009281943,-0.005848659,-0.00794865,-0.015917424
20,5,4,2010,-0.005859919,-0.008338684,0.000257033,-0.000565062
21,5,5,2010,-0.015879133,-0.013055082,-0.015728147,-0.00944363
24,5,1,2010,0.000818782,0.011135443,0.012360461,0.00571663
25,5,2,2010,-0.005397763,-0.019307491,-0.031275288,-0.026673761
26,5,3,2010,-0.011363738,0.019669727,0.015054711,0.033946174
27,5,4,2010,0.02582839,0.006760371,0.017092317,0.006908219
28,5,5,2010,0.008745328,0.008944591,0.015249053,0.01225147
31,5,1,2010,0.022923513,0.010375933,-0.000849528,-0.003743343
1,6,2,2010,-0.015429699,-0.015087956,-0.004400266,-0.012782131
2,6,3,2010,-0.012712489,-0.001205749,0.001708017,0.008816342
3,6,4,2010,0.020294262,0.016996404,0.019564759,0.017635424
4,6,5,2010,0.006900116,0.006729349,-4.31E-05,0.007646006
7,6,1,2010,-0.010386188,-0.015811752,-0.011655474,-0.016730962
8,6,2,2010,0.000440902,0.003516544,-0.000854813,-0.007803521
9,6,3,2010,-0.007189582,-0.009662375,-0.011960156,-0.012245893
10,6,4,2010,-0.013299562,-0.00316549,0.001643443,0.01141013
11,6,5,2010,0.019027372,0.009474426,0.008212556,0.000723614
14,6,1,2010,0.000493421,0.02821684,0.011225436,0.035893192
15,6,2,2010,0.023447572,-0.001005834,0.0208519,-0.004793743
16,6,3,2010,0.007946774,0.005890052,0.007339792,0.008982972
17,6,4,2010,0.003992384,0.000408722,-0.005023012,0.001005042
18,6,5,2010,-0.00168751,0.011214408,0.009766946,0.00519587
21,6,1,2010,0.007238433,0.001278034,0.007997588,0.005044157
22,6,2,2010,-0.002243158,-0.010046527,-0.010783776,-0.013035736
23,6,3,2010,-0.012381761,0.000931664,-0.004820775,0.00824026
24,6,4,2010,0.01260444,0.001121943,0.005696491,0.001156858
25,6,5,2010,-0.000674416,-0.003644303,-0.008458576,-0.015437436
28,6,1,2010,-0.011939378,-0.001782992,0.00363064,0.009769072
29,6,2,2010,0.006577283,-0.003664165,-0.006273716,-0.007600843
30,6,3,2010,-0.015196448,-0.003166625,-0.00938513,-0.000985819
1,7,4,2010,0.002696587,-0.009403994,0.000967963,-0.011310156
2,7,5,2010,-0.004148533,-0.004148533,-0.007231308,-0.004256771
5,7,1,2010,-0.005392558,0.001286376,0.00547376,0.00450628
6,7,2,2010,0.003999966,0.01682903,0.004723815,0.016537031
7,7,3,2010,0.016490641,-0.001874273,0.010538082,-0.000864159
8,7,4,2010,0.00377672,0.017579157,0.009896225,0.01459425
9,7,5,2010,0.014163761,0.008864284,0.014163761,0.011106881
12,7,1,2010,0.010643473,0.01197106,0.010536296,0.01264652
13,7,2,2010,0.003409851,-0.007455942,-0.021562661,-0.025478325
14,7,3,2010,-0.014918214,-0.014040194,-0.009997499,-0.012541369
15,7,4,2010,-0.017281648,-0.010983121,0.00234985,0.005552336
16,7,5,2010,0.009985303,0.016190754,0.01053693,0.016807284
19,7,1,2010,0.005122065,0.00210851,0.001230626,-0.002185308
20,7,2,2010,0.007495036,-0.002529801,0.003620902,-0.003342774
21,7,3,2010,-0.004680341,0.001682604,0.003045148,0.007426683
22,7,4,2010,0.002540919,-0.00284333,-0.00561807,-0.003476863
23,7,5,2010,0.009627728,0.008225617,0.009864355,0.003974491
26,7,1,2010,-0.00502062,0.001173652,0.002908219,0.005073438
27,7,2,2010,0.006831698,0.007391849,0.006241911,0.006083489
28,7,3,2010,0.003327584,-0.001713187,-0.001522305,-0.001175298
29,7,4,2010,-0.003243568,-0.001829456,0.001337105,-0.001468822
30,7,5,2010,-0.001106402,-0.003430434,-0.015510882,-0.010646338
